,text,tokens,actual,predicted
1398,skladu s tim,skladu s k l a d u s s tim t i m skl kla lad adu du  u s  s  s t  ti tim ,sh,hr
1399,Estelle Parsons (,Estelle Parsons Est ste tel ell lle le  e P  Pa Par ars rso son ons ns  ,vi,fr
1400,. Diameteren er,Diameteren er  Di Dia iam ame met ete ter ere ren en  n e  er ,no,de
1401,1937 : Christl,Christl   C  Ch Chr hri ris ist stl ,sl,en
1402,• Lewis Addison,• • Lewis L e w i s Addison A d d i s o n • L  Le Lew ewi wis is  s A  Ad Add ddi dis iso son ,da,pl
1403,Томатина Ла Томати́на,Томатина Т о м а т и н а Ла Л а Томати́на Т о м а т и ́ н а Том ома мат ати тин ина на  а Л  Ла Ла  а Т  То Том ома мат ати ти́ и́н ́на ,ru,sr
1404,"igi , ilo",igi ilo igi gi  i     i  il ilo ,eo,it
1405,typebetegnelsen for 13,typebetegnelsen for typ ype peb ebe bet ete teg egn gne nel els lse sen en  n f  fo for or  ,da,no
1406,• Mónaco •,• • Mónaco M ó n a c o • • • M  Mó Món óna nac aco co  o • ,gl,pt
1407,"Minister Fleming ,",Minister M i n i s t e r Fleming F l e m i n g Min ini nis ist ste ter er  r F  Fl Fle lem emi min ing ng  ,zh,en
1408,", des arts",des d e s arts a r t s  de des es  s a  ar art rts ,ru,ca
1409,medaili . Na,medaili Na med eda dai ail ili li  i     N  Na ,cs,sh
1410,de Tenerife como,de Tenerife como de  e T  Te Ten ene ner eri rif ife fe  e c  co com omo ,gl,es
1411,sanguini parcere `` Legito .,sanguini parcere Legito san ang ngu gui uin ini ni  i p  pa par arc rce cer ere re  e     L  Le Leg egi git ito to  ,la,it
1412,школа за фантастичен,школа ш к о л а за з а фантастичен ф а н т а с т и ч е н шко кол ола ла  а з  за за  а ф  фа фан ант нта тас аст сти тич иче чен ,bg,ru
1413,Anno Dómini [,Anno Dómini Ann nno no  o D  Dó Dóm ómi min ini ni  ,es,la
1414,1629 1635 1640 1646 1657 1663 1668 1674 1685 1691,                            ,eo,en
1415,% 20LAO %,LAO L A O  LA LAO AO  ,el,eo
1416,· Georgia ·,· Georgia · · G  Ge Geo eor org rgi gia ia  a · ,hi,no
1417,Sektori [ uredi,Sektori uredi Sek ekt kto tor ori ri  i     u  ur ure red edi ,sh,hr
1418,: señoríos ),señoríos  se señ eño ñor orí río íos os  ,la,es
1419,01 . 2016.,,sr,en
1420,"tu , ale",tu t u ale a l e tu  u     a  al ale ,sk,ro
1421,· Любовка ·,· · Любовка Л ю б о в к а · · · Л  Лю Люб юбо бов овк вка ка  а · ,bg,ru
1422,. Malia ser,Malia ser  Ma Mal ali lia ia  a s  se ser ,gl,it
1423,[ 11 ],,it,en
1424,1705 1711 1716,,eo,en
1425,„Ako se dio,„Ako „ A k o se s e dio d i o „Ak Ako ko  o s  se se  e d  di dio ,hr,eu
1426,i Palácio de,i Palácio de i P  Pa Pal alá lác áci cio io  o d  de ,no,pt
1427,"1966 ) ,",,de,en
1428,navodi : »Kad,navodi »Kad nav avo vod odi di  i     »  »K »Ka Kad ,hr,it
1429,enkyklios paideia —,enkyklios e n k y k l i o s paideia p a i d e i a — — enk nky kyk ykl kli lio ios os  s p  pa pai aid ide dei eia ia  a — ,ka,et
1430,inteira de sono,inteira de sono int nte tei eir ira ra  a d  de de  e s  so son ono ,pt,gl
1431,", p. 2",p p  p  ,en,de
1432,羌 ”,羌 羌 ” ” 羌 ” ,zh,sv
1433,", biblioteka ,",biblioteka  bi bib ibl bli lio iot ote tek eka ka  ,lt,nn
1434,"1989 , Военно",Военно В о е н н о   В  Во Вое оен енн нно ,bg,ru
1435,ilmu yang mempelajari,ilmu yang mempelajari ilm lmu mu  u y  ya yan ang ng  g m  me mem emp mpe pel ela laj aja jar ari ,id,ms
1436,", kršćanski i",kršćanski i  kr krš ršć šća ćan ans nsk ski ki  i i ,hr,sh
1437,– SPPF 18,– SPPF – S  SP SPP PPF PF  ,pl,de
1438,reino —que pasó,reino —que pasó rei ein ino no  o —  —q —qu que ue  e p  pa pas asó ,es,pt
1439,september 1965 .,september s e p t e m b e r sep ept pte tem emb mbe ber er  r   ,nl,sv
1440,"1809 m. ,",m m  m  ,lt,en
1441,'' Cite error,Cite error  Ci Cit ite te  e e  er err rro ror ,en,fr
1442,3 ] ...,,es,en
1443,км от Кьолн,км к м от о т Кьолн К ь о л н км  м о  от от  т К  Кь Кьо ьол олн ,bg,ru
1444,( »Golden Age,»Golden Age  »G »Go Gol old lde den en  n A  Ag Age ,sl,de
1445,"sıra ( ı , u , a , o )",sıra ı u a o sır ıra ra  a     ı  ı  ı     u  u  u     a  a  a     o  o  ,az,tr
1446,GND : 118573675,GND G N D GND ND  D   ,hy,de
1447,100 ] G20,G G   G ,sv,de
1448,Arabija • Singapur • Sirija • Sjeverna Koreja • Šri Lanka • Tadžikistan • Tajland • Turkmenistan • Turska 1 • Ujedinjeni Arapski Emirati • Uzbekistan • Vijetnam,Arabija • Singapur • Sirija • Sjeverna Koreja • Šri Lanka • Tadžikistan • Tajland • Turkmenistan • Turska • Ujedinjeni Arapski Emirati • Uzbekistan • Vijetnam Ara rab abi bij ija ja  a •  •  • S  Si Sin ing nga gap apu pur ur  r •  •  • S  Si Sir iri rij ija ja  a •  •  • S  Sj Sje jev eve ver ern rna na  a K  Ko Kor ore rej eja ja  a •  •  • Š  Šr Šri ri  i L  La Lan ank nka ka  a •  •  • T  Ta Tad adž dži žik iki kis ist sta tan an  n •  •  • T  Ta Taj ajl jla lan and nd  d •  •  • T  Tu Tur urk rkm kme men eni nis ist sta tan an  n •  •  • T  Tu Tur urs rsk ska ka  a     •  •  • U  Uj Uje jed edi din inj nje jen eni ni  i A  Ar Ara rap aps psk ski ki  i E  Em Emi mir ira rat ati ti  i •  •  • U  Uz Uzb zbe bek eki kis ist sta tan an  n •  •  • V  Vi Vij ije jet etn tna nam ,sh,hr
1449,"a sotavent ,",a sotavent a s  so sot ota tav ave ven ent nt  ,ca,fr
1450,o uso das,o uso das o u  us uso so  o d  da das ,pt,gl
1451,of America '',of America of  f A  Am Ame mer eri ric ica ca  ,ro,en
1452,"Tractatus , stavak",Tractatus stavak Tra rac act cta tat atu tus us  s     s  st sta tav ava vak ,sh,la
1453,Londres · 1912,Londres · Lon ond ndr dre res es  s ·  ·  ,ca,fr
1454,2011 ) ·,· ·   · ,sv,no
1455,) • 50,• •  •  ,uk,pl
1456,the time .,the time the he  e t  ti tim ime me  ,ro,en
1457,· Terrassa ·,· · Terrassa T e r r a s s a · · · T  Te Ter err rra ras ass ssa sa  a · ,tr,ca
1458,.2396(,,th,en
1459,"ву , Адаман",ву в у Адаман А д а м а н ву  у     А  Ад Ада дам ама ман ,ce,be
1460,pada tahun 1453,pada tahun pad ada da  a t  ta tah ahu hun un  ,ms,id
1461,", 2008-2013 ,",,sv,en
1462,"553 , 646",,de,en
1463,die 16 Octobris,die Octobris die ie  e     O  Oc Oct cto tob obr bri ris ,la,de
1464,; 10 [,,be,en
1465,14 ] Genus,Genus   G  Ge Gen enu nus ,id,de
1466,urta la banchisa,urta la banchisa urt rta ta  a l  la la  a b  ba ban anc nch chi his isa ,it,es
1467,: Arzobispado de,Arzobispado de  Ar Arz rzo zob obi bis isp spa pad ado do  o d  de ,ca,gl
1468,• 2009-10 •,• • • • •     • ,da,pl
1469,uncommon for pet,uncommon u n c o m m o n for f o r pet p e t unc nco com omm mmo mon on  n f  fo for or  r p  pe pet ,en,ro
1470, ; ,,th,en
1471,) • (,• •  •  ,eu,pl
1472,Bôngodesh ( বঙ্গদেশ,Bôngodesh B ô n g o d e s h বঙ্গদেশ ব ঙ ্ গ দ ে শ Bôn ông ngo god ode des esh sh  h     ব  বঙ বঙ্ ঙ্গ ্গদ গদে দেশ ,ms,vi
1473,let . Pri,let l e t Pri P r i let et  t     P  Pr Pri ,sl,fr
1474,"1802 , del",del   d  de del ,ca,it
1475,Mons Niger ·,Mons Niger · Mon ons ns  s N  Ni Nig ige ger er  r · ,la,no
1476,", 540 p.",p p   p ,fr,de
1477,"anni 1918 ,",anni ann nni ni  i   ,la,it
1478,und Eis (,und Eis und nd  d E  Ei Eis is  ,no,de
1479,ima izgled brodske,ima izgled brodske ima ma  a i  iz izg zgl gle led ed  d b  br bro rod ods dsk ske ,hr,sh
1480,en vasco ),en vasco en  n v  va vas asc sco co  ,es,no
1481,det området som,det d e t området o m r å d e t som s o m det et  t o  om omr mrå råd åde det et  t s  so som ,no,sv
1482,vom 19 .,vom v o m vom om  m   ,de,sk
1483,Ranking of World,Ranking of World Ran ank nki kin ing ng  g o  of of  f W  Wo Wor orl rld ,ar,en
1484,3 300 kilometrlik,kilometrlik   k  ki kil ilo lom ome met etr trl rli lik ,az,tr
1485,& q= %,q q  q  ,hu,az
1486,diocese de Roma,diocese de Roma dio ioc oce ces ese se  e d  de de  e R  Ro Rom oma ,gl,es
1487,| ( PDF,PDF P D F   P  PD PDF ,nn,en
1488,] : p.,p p   p ,ro,de
1489,"HH ) ,",HH H H HH  H   ,vo,en
1490,"entorno que ,",entorno que ent nto tor orn rno no  o q  qu que ue  ,es,gl
1491,Bacău · Bihor,Bacău B a c ă u · · Bihor B i h o r Bac acă cău ău  u ·  ·  · B  Bi Bih iho hor ,no,ro
1492,Programs in Patients,Programs in Patients Pro rog ogr gra ram ams ms  s i  in in  n P  Pa Pat ati tie ien ent nts ,ro,en
1493,satt opp bare,satt s a t t opp o p p bare b a r e sat att tt  t o  op opp pp  p b  ba bar are ,no,sv
1494,"i Esbjerg ,",i Esbjerg i E  Es Esb sbj bje jer erg rg  ,da,ca
1495,1984 ) ·,· ·   · ,sr,no
1496,& resnum=2 &,resnum  re res esn snu num um  ,war,la
1497,graphic show the,graphic show the gra rap aph phi hic ic  c s  sh sho how ow  w t  th the ,th,en
1498,"тривали , а",тривали т р и в а л и а а три рив ива вал али ли  и     а ,uk,ru
1499," ""These lectures were ideal—exceedingly clear and logical. They were illustrated with numerous experiments skilfully performed. For one and one-half hours (the length of the lecture period) he poured his whole energy into this subject. At the end of his lecture he was received by an assistant with a heavy wrap—much as our modern football players who retire exhausted from the game"" [6] ",These lectures were ideal—exceedingly clear and logical They were illustrated with numerous experiments skilfully performed For one and onehalf hours the length of the lecture period he poured his whole energy into this subject At the end of his lecture he was received by an assistant with a heavy wrap—much as our modern football players who retire exhausted from the game  Th The hes ese se  e l  le lec ect ctu tur ure res es  s w  we wer ere re  e i  id ide dea eal al— l—e —ex exc xce cee eed edi din ing ngl gly ly  y c  cl cle lea ear ar  r a  an and nd  d l  lo log ogi gic ica cal al  l T  Th The hey ey  y w  we wer ere re  e i  il ill llu lus ust str tra rat ate ted ed  d w  wi wit ith th  h n  nu num ume mer ero rou ous us  s e  ex exp xpe per eri rim ime men ent nts ts  s s  sk ski kil ilf lfu ful ull lly ly  y p  pe per erf rfo for orm rme med ed  d F  Fo For or  r o  on one ne  e a  an and nd  d o  on one neh eha hal alf lf  f h  ho hou our urs rs  s t  th the he  e l  le len eng ngt gth th  h o  of of  f t  th the he  e l  le lec ect ctu tur ure re  e p  pe per eri rio iod od  d h  he he  e p  po pou our ure red ed  d h  hi his is  s w  wh who hol ole le  e e  en ene ner erg rgy gy  y i  in int nto to  o t  th thi his is  s s  su sub ubj bje jec ect ct  t A  At At  t t  th the he  e e  en end nd  d o  of of  f h  hi his is  s l  le lec ect ctu tur ure re  e h  he he  e w  wa was as  s r  re rec ece cei eiv ive ved ed  d b  by by  y a  an an  n a  as ass ssi sis ist sta tan ant nt  t w  wi wit ith th  h a  a  a h  he hea eav avy vy  y w  wr wra rap ap— p—m —mu muc uch ch  h a  as as  s o  ou our ur  r m  mo mod ode der ern rn  n f  fo foo oot otb tba bal all ll  l p  pl pla lay aye yer ers rs  s w  wh who ho  o r  re ret eti tir ire re  e e  ex exh xha hau aus ust ste ted ed  d f  fr fro rom om  m t  th the he  e g  ga gam ame me  e   ,hy,en
1500,težka ali toga,težka ali toga tež ežk žka ka  a a  al ali li  i t  to tog oga ,sl,hr
1501,• 181 •,• • • • •     • ,da,pl
1502,Manuel de Céspedesen,Manuel M a n u e l de d e Céspedesen C é s p e d e s e n Man anu nue uel el  l d  de de  e C  Cé Cés ésp spe ped ede des ese sen ,eu,ca
1503,41.500 dólares per,dólares d ó l a r e s per p e r  dó dól óla lar are res es  s p  pe per ,gl,ca
1504,leges ) o,leges l e g e s o o leg ege ges es  s     o ,sh,ca
1505,Surigao del Sur,Surigao del Sur Sur uri rig iga gao ao  o d  de del el  l S  Su Sur ,war,es
1506,Suzu . Glinena,Suzu Glinena Suz uzu zu  u     G  Gl Gli lin ine nen ena ,hr,de
1507,: Toughest bug,Toughest bug  To Tou oug ugh ghe hes est st  t b  bu bug ,sh,en
1508,minuter efter den,minuter m i n u t e r efter e f t e r den d e n min inu nut ute ter er  r e  ef eft fte ter er  r d  de den ,sv,da
1509,2014 ) · Aleksijevitj ( 2015 ),· Aleksijevitj   ·  ·  · A  Al Ale lek eks ksi sij ije jev evi vit itj tj  j       ,sv,hr
1510,: 20 del,del   d  de del ,es,it
1511,Alabama . Wikipedia,Alabama A l a b a m a Wikipedia W i k i p e d i a Ala lab aba bam ama ma  a     W  Wi Wik iki kip ipe ped edi dia ,gl,ca
1512,• Beogrado •,• Beogrado • • B  Be Beo eog ogr gra rad ado do  o • ,eo,pt
1513,kedua yang paling,kedua yang paling ked edu dua ua  a y  ya yan ang ng  g p  pa pal ali lin ing ,id,ms
1514,under tannaim .,under tannaim und nde der er  r t  ta tan ann nna nai aim im  ,sv,de
1515,"2004 , Volume",Volume V o l u m e   V  Vo Vol olu lum ume ,en,pt
1516,Finnia · Francia,Finnia · Francia Fin inn nni nia ia  a ·  ·  · F  Fr Fra ran anc nci cia ,la,it
1517,estate del 1778,estate del est sta tat ate te  e d  de del el  ,it,ca
1518,sereggel a Garam,sereggel s e r e g g e l a a Garam G a r a m ser ere reg egg gge gel el  l a  a  a G  Ga Gar ara ram ,hu,ca
1519,"на те ,",на н а те т е на  а т  те те  ,ru,bg
1520,die 31 Martii,die Martii die ie  e     M  Ma Mar art rti tii ,la,de
1521,njegova se esencijalnost,njegova se esencijalnost nje jeg ego gov ova va  a s  se se  e e  es ese sen enc nci cij ija jal aln lno nos ost ,hr,sh
1522,. I Lika,I Lika  I  I L  Li Lik ika ,nn,hr
1523," Priroda  je, u najširem smislu, ekvivalent za  prirodni ,  fizički  ili  materijalni svijet  ili  svemir .  Priroda  označava  fenomene  fizičkog svijeta, ali i  život  uopće. Njezin raspon seže od  subatomskog  do  kozmičkog . Latinska  riječ za prirodu ili narav jest  natura , tj. ""esencijalne kvalitete, urođena dispozicija"", a u drevna je vremena doslovce značila ""rođenje"". [1]   Natura  je bila latinski prijevod grčke riječi  physis  (φύσις), koja se izvorno povezivala s intrinzičnim karakteristikama koje biljke, životinje i ostale osobine svijeta razvijaju u skladu sa sobom. [2] [3]  Koncept prirode u cjelini, fizički  svemir , jedan je od nekoliko proširenja izvorne ideje; predsokratski filozofi počeli su primjenjivati riječ φύσις u određenom jezgrovitom značenju i otada je ona počela stjecati svoje značenje. Ova je uporaba bila potvrđena dolaskom moderne  znanstvene metode  tijekom posljednjih nekoliko stoljeća. [4] [5] Danas u raznim uporabama ove riječi ""priroda"" često označava  geologiju  i  divljinu . Priroda može označivati opće carstvo raznih tipova živućih biljaka i životinja, a u nekim slučajevima procese povezane s neživim objektima – način na koji pojedini tipovi stvari postoje i mijenjaju se u skladu sa sobom, poput  vremena  i  geologije  Zemlje te  materije  i  energije  od kojih su sve stvari sastavljene. Često se pod prirodom razumijeva "" prirodni okoliš "" ili  divljina  koju čine divlje životinje, stijene, šume, plaže i općenito sve stvari koje nisu znatno izmijenjene čovječjom intervencijom ili one koje traju usprkos čovječjoj intervenciji. Primjerice, izrađeni predmeti i čovječja interakcija općenito se ne smatraju dijelom prirode osim ako nisu, primjerice, označeni kao ""čovječja priroda"" ili ""čitava priroda"". Ovaj tradicionalniji koncept prirodnih stvari, koji se još može sresti, implicira razlikovanje prirodnog i umjetnog tako da se umjetno razumijeva kao ono što je nastalo čovječjom  sviješću  ili čovječjim  umom . Ovisno o pojedinom kontekstu pojam ""prirodan"" ili ""naravan"" može se također razlikovati od  neprirodnog  (nenaravnog),  natprirodnog  (nadnaravnog) ili  sintetskog . ",Priroda je u najširem smislu ekvivalent za prirodni fizički ili materijalni svijet ili svemir Priroda označava fenomene fizičkog svijeta ali i život uopće Njezin raspon seže od subatomskog do kozmičkog Latinska riječ za prirodu ili narav jest natura tj esencijalne kvalitete urođena dispozicija a u drevna je vremena doslovce značila rođenje Natura je bila latinski prijevod grčke riječi physis φύσις koja se izvorno povezivala s intrinzičnim karakteristikama koje biljke životinje i ostale osobine svijeta razvijaju u skladu sa sobom Koncept prirode u cjelini fizički svemir jedan je od nekoliko proširenja izvorne ideje predsokratski filozofi počeli su primjenjivati riječ φύσις u određenom jezgrovitom značenju i otada je ona počela stjecati svoje značenje Ova je uporaba bila potvrđena dolaskom moderne znanstvene metode tijekom posljednjih nekoliko stoljeća Danas u raznim uporabama ove riječi priroda često označava geologiju i divljinu Priroda može označivati opće carstvo raznih tipova živućih biljaka i životinja a u nekim slučajevima procese povezane s neživim objektima – način na koji pojedini tipovi stvari postoje i mijenjaju se u skladu sa sobom poput vremena i geologije Zemlje te materije i energije od kojih su sve stvari sastavljene Često se pod prirodom razumijeva prirodni okoliš ili divljina koju čine divlje životinje stijene šume plaže i općenito sve stvari koje nisu znatno izmijenjene čovječjom intervencijom ili one koje traju usprkos čovječjoj intervenciji Primjerice izrađeni predmeti i čovječja interakcija općenito se ne smatraju dijelom prirode osim ako nisu primjerice označeni kao čovječja priroda ili čitava priroda Ovaj tradicionalniji koncept prirodnih stvari koji se još može sresti implicira razlikovanje prirodnog i umjetnog tako da se umjetno razumijeva kao ono što je nastalo čovječjom sviješću ili čovječjim umom Ovisno o pojedinom kontekstu pojam prirodan ili naravan može se također razlikovati od neprirodnog nenaravnog natprirodnog nadnaravnog ili sintetskog  Pr Pri rir iro rod oda da  a     j  je je  e u  u  u n  na naj ajš jši šir ire rem em  m s  sm smi mis isl slu lu  u e  ek ekv kvi viv iva val ale len ent nt  t z  za za  a     p  pr pri rir iro rod odn dni ni  i         f  fi fiz izi zič ičk čki ki  i     i  il ili li  i     m  ma mat ate ter eri rij ija jal aln lni ni  i s  sv svi vij ije jet et  t     i  il ili li  i     s  sv sve vem emi mir ir  r         P  Pr Pri rir iro rod oda da  a     o  oz ozn zna nač ača čav ava va  a     f  fe fen eno nom ome men ene ne  e     f  fi fiz izi zič ičk čko kog og  g s  sv svi vij ije jet eta ta  a a  al ali li  i i  i  i     ž  ži živ ivo vot ot  t     u  uo uop opć pće će  e N  Nj Nje jez ezi zin in  n r  ra ras asp spo pon on  n s  se sež eže že  e o  od od  d     s  su sub uba bat ato tom oms msk sko kog og  g     d  do do  o     k  ko koz ozm zmi mič ičk čko kog og  g     L  La Lat ati tin ins nsk ska ka  a     r  ri rij ije ječ eč  č z  za za  a p  pr pri rir iro rod odu du  u i  il ili li  i n  na nar ara rav av  v j  je jes est st  t     n  na nat atu tur ura ra  a     t  tj tj  j e  es ese sen enc nci cij ija jal aln lne ne  e k  kv kva val ali lit ite tet ete te  e u  ur uro rođ ođe đen ena na  a d  di dis isp spo poz ozi zic ici cij ija ja  a a  a  a u  u  u d  dr dre rev evn vna na  a j  je je  e v  vr vre rem eme men ena na  a d  do dos osl slo lov ovc vce ce  e z  zn zna nač ači čil ila la  a r  ro rođ ođe đen enj nje je  e             N  Na Nat atu tur ura ra  a     j  je je  e b  bi bil ila la  a l  la lat ati tin ins nsk ski ki  i p  pr pri rij ije jev evo vod od  d g  gr grč rčk čke ke  e r  ri rij ije ječ eči či  i     p  ph phy hys ysi sis is  s     φ  φύ φύσ ύσι σις ις  ς k  ko koj oja ja  a s  se se  e i  iz izv zvo vor orn rno no  o p  po pov ove vez ezi ziv iva val ala la  a s  s  s i  in int ntr tri rin inz nzi zič ičn čni nim im  m k  ka kar ara rak akt kte ter eri ris ist sti tik ika kam ama ma  a k  ko koj oje je  e b  bi bil ilj ljk jke ke  e ž  ži živ ivo vot oti tin inj nje je  e i  i  i o  os ost sta tal ale le  e o  os oso sob obi bin ine ne  e s  sv svi vij ije jet eta ta  a r  ra raz azv zvi vij ija jaj aju ju  u u  u  u s  sk skl kla lad adu du  u s  sa sa  a s  so sob obo bom om  m             K  Ko Kon onc nce cep ept pt  t p  pr pri rir iro rod ode de  e u  u  u c  cj cje jel eli lin ini ni  i f  fi fiz izi zič ičk čki ki  i     s  sv sve vem emi mir ir  r     j  je jed eda dan an  n j  je je  e o  od od  d n  ne nek eko kol oli lik iko ko  o p  pr pro roš oši šir ire ren enj nja ja  a i  iz izv zvo vor orn rne ne  e i  id ide dej eje je  e p  pr pre red eds dso sok okr kra rat ats tsk ski ki  i f  fi fil ilo loz ozo zof ofi fi  i p  po poč oče čel eli li  i s  su su  u p  pr pri rim imj mje jen enj nji jiv iva vat ati ti  i r  ri rij ije ječ eč  č φ  φύ φύσ ύσι σις ις  ς u  u  u o  od odr dre ređ eđe đen eno nom om  m j  je jez ezg zgr gro rov ovi vit ito tom om  m z  zn zna nač ače čen enj nju ju  u i  i  i o  ot ota tad ada da  a j  je je  e o  on ona na  a p  po poč oče čel ela la  a s  st stj tje jec eca cat ati ti  i s  sv svo voj oje je  e z  zn zna nač ače čen enj nje je  e O  Ov Ova va  a j  je je  e u  up upo por ora rab aba ba  a b  bi bil ila la  a p  po pot otv tvr vrđ rđe đen ena na  a d  do dol ola las ask sko kom om  m m  mo mod ode der ern rne ne  e     z  zn zna nan ans nst stv tve ven ene ne  e m  me met eto tod ode de  e     t  ti tij ije jek eko kom om  m p  po pos osl slj lje jed edn dnj nji jih ih  h n  ne nek eko kol oli lik iko ko  o s  st sto tol olj lje jeć eća ća  a         D  Da Dan ana nas as  s u  u  u r  ra raz azn zni nim im  m u  up upo por ora rab aba bam ama ma  a o  ov ove ve  e r  ri rij ije ječ eči či  i p  pr pri rir iro rod oda da  a č  če čes est sto to  o o  oz ozn zna nač ača čav ava va  a     g  ge geo eol olo log ogi gij iju ju  u     i  i  i     d  di div ivl vlj lji jin inu nu  u     P  Pr Pri rir iro rod oda da  a m  mo mož ože že  e o  oz ozn zna nač ači čiv iva vat ati ti  i o  op opć pće će  e c  ca car ars rst stv tvo vo  o r  ra raz azn zni nih ih  h t  ti tip ipo pov ova va  a ž  ži živ ivu vuć ući ćih ih  h b  bi bil ilj lja jak aka ka  a i  i  i ž  ži živ ivo vot oti tin inj nja ja  a a  a  a u  u  u n  ne nek eki kim im  m s  sl slu luč uča čaj aje jev evi vim ima ma  a p  pr pro roc oce ces ese se  e p  po pov ove vez eza zan ane ne  e s  s  s n  ne než eži živ ivi vim im  m o  ob obj bje jek ekt kti tim ima ma  a –  –  – n  na nač ači čin in  n n  na na  a k  ko koj oji ji  i p  po poj oje jed edi din ini ni  i t  ti tip ipo pov ovi vi  i s  st stv tva var ari ri  i p  po pos ost sto toj oje je  e i  i  i m  mi mij ije jen enj nja jaj aju ju  u s  se se  e u  u  u s  sk skl kla lad adu du  u s  sa sa  a s  so sob obo bom om  m p  po pop opu put ut  t     v  vr vre rem eme men ena na  a     i  i  i     g  ge geo eol olo log ogi gij ije je  e     Z  Ze Zem eml mlj lje je  e t  te te  e     m  ma mat ate ter eri rij ije je  e     i  i  i     e  en ene ner erg rgi gij ije je  e     o  od od  d k  ko koj oji jih ih  h s  su su  u s  sv sve ve  e s  st stv tva var ari ri  i s  sa sas ast sta tav avl vlj lje jen ene ne  e Č  Če Čes est sto to  o s  se se  e p  po pod od  d p  pr pri rir iro rod odo dom om  m r  ra raz azu zum umi mij ije jev eva va  a     p  pr pri rir iro rod odn dni ni  i o  ok oko kol oli liš iš  š     i  il ili li  i     d  di div ivl vlj lji jin ina na  a     k  ko koj oju ju  u č  či čin ine ne  e d  di div ivl vlj lje je  e ž  ži živ ivo vot oti tin inj nje je  e s  st sti tij ije jen ene ne  e š  šu šum ume me  e p  pl pla laž aže že  e i  i  i o  op opć pće ćen eni nit ito to  o s  sv sve ve  e s  st stv tva var ari ri  i k  ko koj oje je  e n  ni nis isu su  u z  zn zna nat atn tno no  o i  iz izm zmi mij ije jen enj nje jen ene ne  e č  čo čov ovj vje ječ ečj čjo jom om  m i  in int nte ter erv rve ven enc nci cij ijo jom om  m i  il ili li  i o  on one ne  e k  ko koj oje je  e t  tr tra raj aju ju  u u  us usp spr prk rko kos os  s č  čo čov ovj vje ječ ečj čjo joj oj  j i  in int nte ter erv rve ven enc nci cij iji ji  i P  Pr Pri rim imj mje jer eri ric ice ce  e i  iz izr zra rađ ađe đen eni ni  i p  pr pre red edm dme met eti ti  i i  i  i č  čo čov ovj vje ječ ečj čja ja  a i  in int nte ter era rak akc kci cij ija ja  a o  op opć pće ćen eni nit ito to  o s  se se  e n  ne ne  e s  sm sma mat atr tra raj aju ju  u d  di dij ije jel elo lom om  m p  pr pri rir iro rod ode de  e o  os osi sim im  m a  ak ako ko  o n  ni nis isu su  u p  pr pri rim imj mje jer eri ric ice ce  e o  oz ozn zna nač ače čen eni ni  i k  ka kao ao  o č  čo čov ovj vje ječ ečj čja ja  a p  pr pri rir iro rod oda da  a i  il ili li  i č  či čit ita tav ava va  a p  pr pri rir iro rod oda da  a O  Ov Ova vaj aj  j t  tr tra rad adi dic ici cio ion ona nal aln lni nij iji ji  i k  ko kon onc nce cep ept pt  t p  pr pri rir iro rod odn dni nih ih  h s  st stv tva var ari ri  i k  ko koj oji ji  i s  se se  e j  jo još oš  š m  mo mož ože že  e s  sr sre res est sti ti  i i  im imp mpl pli lic ici cir ira ra  a r  ra raz azl zli lik iko kov ova van anj nje je  e p  pr pri rir iro rod odn dno nog og  g i  i  i u  um umj mje jet etn tno nog og  g t  ta tak ako ko  o d  da da  a s  se se  e u  um umj mje jet etn tno no  o r  ra raz azu zum umi mij ije jev eva va  a k  ka kao ao  o o  on ono no  o š  št što to  o j  je je  e n  na nas ast sta tal alo lo  o č  čo čov ovj vje ječ ečj čjo jom om  m     s  sv svi vij ije ješ ešć šću ću  u     i  il ili li  i č  čo čov ovj vje ječ ečj čji jim im  m     u  um umo mom om  m     O  Ov Ovi vis isn sno no  o o  o  o p  po poj oje jed edi din ino nom om  m k  ko kon ont nte tek eks kst stu tu  u p  po poj oja jam am  m p  pr pri rir iro rod oda dan an  n i  il ili li  i n  na nar ara rav ava van an  n m  mo mož ože že  e s  se se  e t  ta tak ako kođ ođe đer er  r r  ra raz azl zli lik iko kov ova vat ati ti  i o  od od  d     n  ne nep epr pri rir iro rod odn dno nog og  g     n  ne nen ena nar ara rav avn vno nog og  g     n  na nat atp tpr pri rir iro rod odn dno nog og  g     n  na nad adn dna nar ara rav avn vno nog og  g i  il ili li  i     s  si sin int nte tet ets tsk sko kog og  g   ,hr,sh
1524,this fact and those that are communicated in this Memoir,this fact and those that are communicated in this Memoir thi his is  s f  fa fac act ct  t a  an and nd  d t  th tho hos ose se  e t  th tha hat at  t a  ar are re  e c  co com omm mmu mun uni nic ica cat ate ted ed  d i  in in  n t  th thi his is  s M  Me Mem emo moi oir ,pt,en
1525,• Aleutere •,• • Aleutere A l e u t e r e • • • A  Al Ale leu eut ute ter ere re  e • ,da,eu
1526,11º ( 1809 ) • 12º ( 1811 ) •,º º • • º º • • º             •  •  • º  º  º             • ,it,pt
1527,. England meliputi,England meliputi  En Eng ngl gla lan and nd  d m  me mel eli lip ipu put uti ,ms,en
1528,· IDI (,· IDI · I  ID IDI DI  ,sl,it
1529,: Nova ),Nova N o v a  No Nov ova va  ,ms,ca
