,text,tokens,actual,predicted
1341,tijekom devedesetih a SP u prethodnih nekoliko godina zabilježile popriličan,tijekom devedesetih a SP u prethodnih nekoliko godina zabilježile popriličan tij ije jek eko kom omd mde dev eve ved ede des ese set eti tih iha haS aSP SPu Pup upr pre ret eth tho hod odn dni nih ihn hne nek eko kol oli lik iko kog ogo god odi din ina naz aza zab abi bil ilj lje jež eži žil ile lep epo pop opr pri ril ili lič iča čan ,hr,sh
1342,", [ 23",,gl,en
1343,Исланди · Испани,Исланди И с л а н д и · · Испани И с п а н и Исл сла лан анд нди ди  и ·  ·  · И  Ис Исп спа пан ани ,ce,bg
1344,Mai 1916 deutlich,Mai deutlich Mai aid ide deu eut utl tli lic ich ,de,fr
1345,] У 1982,У У  У  ,be,uk
1346,6 акруг :,акруг а к р у г  ак акр кру руг уг  ,be,uk
1347,elektronske in gumarske,elektronske in gumarske ele lek ekt ktr tro ron ons nsk ske kei ein ing ngu gum uma mar ars rsk ske ,sl,nn
1348,• Бельгия •,• • Бельгия Б е л ь г и я • • • Б  Бе Бел ель льг ьги гия ия  я • ,kk,ru
1349,"prvenstva 2014. , uključujući i finale . [ 1 ]",prvenstva uključujući i finale prv rve ven ens nst stv tva vau auk ukl klj lju juč uču čuj uju juć ući ćii iif ifi fin ina nal ale ,hr,sh
1350,( 1815 ),,ja,en
1351,1983 · 1984,· ·  ·  ,tr,no
1352,Iluro . [,Iluro I l u r o Ilu lur uro ro  o   ,ca,eo
1353,• Duh •,• Duh • •Du Duh uh• ,sh,id
1354,· Walcott ( 1992 ) · Morrison ( 1993 ) · Oe ( 1994 ) · Heaney ( 1995 ) · Szymborska ( 1996 ) · Fo ( 1997 ) · Saramago ( 1998 ) · Grass ( 1999 ),· · Walcott W a l c o t t · · Morrison M o r r i s o n · · Oe O e · · Heaney H e a n e y · · Szymborska S z y m b o r s k a · · Fo F o · · Saramago S a r a m a g o · · Grass G r a s s · W  Wa Wal alc lco cot ott tt  t             ·  ·  · M  Mo Mor orr rri ris iso son on  n             ·  ·  · O  Oe Oe  e             ·  ·  · H  He Hea ean ane ney ey  y             ·  ·  · S  Sz Szy zym ymb mbo bor ors rsk ska ka  a             ·  ·  · F  Fo Fo  o             ·  ·  · S  Sa Sar ara ram ama mag ago go  o             ·  ·  · G  Gr Gra ras ass ss  s       ,sv,pl
1355,ПМР ) юридически,ПМР П М Р юридически ю р и д и ч е с к и ПМР МР  Р     ю  юр юри рид иди дич иче чес еск ски ,hy,bg
1356,C 14 ) · 1-Pentadecanol ( C 15 ),C C · · Pentadecanol P e n t a d e c a n o l C C C         ·  ·  · P  Pe Pen ent nta tad ade dec eca can ano nol ol  l     C  C  C   ,ro,ca
1357,• Форум (,• • Форум Ф о р у м • Ф  Фо Фор ору рум ум  ,be,uk
1358,"cases , could",cases could cas ase ses esc sco cou oul uld ,en,fr
1359,"in edina ,",in edina ine ned edi din ina ,sl,en
1360,титулом Рафаел Надал,титулом т и т у л о м Рафаел Р а ф а е л Надал Н а д а л тит иту тул уло лом ом  м Р  Ра Раф афа фае аел ел  л Н  На Над ада дал ,sr,bg
1361,49 ] [,,tr,en
1362, 近代,近代 近 代  近代 ,ja,zh
1363,"dos teòlegs , Martí Luter i Huldrych Zwingli ; el",dos d o s teòlegs t e ò l e g s Martí M a r t í Luter L u t e r i i Huldrych H u l d r y c h Zwingli Z w i n g l i el e l dos os  s t  te teò eòl òle leg egs gs  s     M  Ma Mar art rtí tí  í L  Lu Lut ute ter er  r i  i  i H  Hu Hul uld ldr dry ryc ych ch  h Z  Zw Zwi win ing ngl gli li  i     e  el ,ca,pl
1364,termasuk Asia Barat,termasuk Asia Barat ter erm rma mas asu suk ukA kAs Asi sia iaB aBa Bar ara rat ,id,ms
1365,godine u Princetonu,godine u Princetonu god odi din ine neu euP uPr Pri rin inc nce cet eto ton onu ,hr,sh
1366,p. 19 ;,p p p   ,ro,zh
1367,Odesa ; Rudolf,Odesa O d e s a Rudolf R u d o l f Ode des esa sa  a     R  Ru Rud udo dol olf ,eo,da
1368,even more so,even e v e n more m o r e so s o eve ven en  n m  mo mor ore re  e s  so ,ro,sv
1369,[ 3 ],,sv,en
1370,Монтечильфоне · Монторио-ней-Френтани · Морроне-дель-Саннио · Оратино · Палата · Петаччато · Петрелла-Тифернина · Портоканноне · Проввиденти · Пьетракателла · Пьетракупа · Рипаботтони · Рипалимозани · Ричча · Роккавивара · Ротелло · Сальчито · Сан-Бьязе · Сан-Джакомо-дельй-Скьявони · Сан-Джованни-ин-Гальдо ·,Монтечильфоне М о н т е ч и л ь ф о н е · · МонторионейФрентани М о н т о р и о н е й Ф р е н т а н и · · МорронедельСаннио М о р р о н е д е л ь С а н н и о · · Оратино О р а т и н о · · Палата П а л а т а · · Петаччато П е т а ч ч а т о · · ПетреллаТифернина П е т р е л л а Т и ф е р н и н а · · Портоканноне П о р т о к а н н о н е · · Проввиденти П р о в в и д е н т и · · Пьетракателла П ь е т р а к а т е л л а · · Пьетракупа П ь е т р а к у п а · · Рипаботтони Р и п а б о т т о н и · · Рипалимозани Р и п а л и м о з а н и · · Ричча Р и ч ч а · · Роккавивара Р о к к а в и в а р а · · Ротелло Р о т е л л о · · Сальчито С а л ь ч и т о · · СанБьязе С а н Б ь я з е · · СанДжакомодельйСкьявони С а н Д ж а к о м о д е л ь й С к ь я в о н и · · СанДжованниинГальдо С а н Д ж о в а н н и и н Г а л ь д о · · Мон онт нте теч ечи чил иль льф ьфо фон оне не  е ·  ·  · М  Мо Мон онт нто тор ори рио ион оне ней ейФ йФр Фре рен ент нта тан ани ни  и ·  ·  · М  Мо Мор орр рро рон оне нед еде дел ель льС ьСа Сан анн нни нио ио  о ·  ·  · О  Ор Ора рат ати тин ино но  о ·  ·  · П  Па Пал ала лат ата та  а ·  ·  · П  Пе Пет ета тач ачч чча чат ато то  о ·  ·  · П  Пе Пет етр тре рел елл лла лаТ аТи Тиф ифе фер ерн рни нин ина на  а ·  ·  · П  По Пор орт рто ток ока кан анн нно нон оне не  е ·  ·  · П  Пр Про ров овв вви вид иде ден ент нти ти  и ·  ·  · П  Пь Пье ьет етр тра рак ака кат ате тел елл лла ла  а ·  ·  · П  Пь Пье ьет етр тра рак аку куп упа па  а ·  ·  · Р  Ри Рип ипа паб або бот отт тто тон они ни  и ·  ·  · Р  Ри Рип ипа пал али лим имо моз оза зан ани ни  и ·  ·  · Р  Ри Рич ичч чча ча  а ·  ·  · Р  Ро Рок окк кка кав ави вив ива вар ара ра  а ·  ·  · Р  Ро Рот оте тел елл лло ло  о ·  ·  · С  Са Сал аль льч ьчи чит ито то  о ·  ·  · С  Са Сан анБ нБь Бья ьяз язе зе  е ·  ·  · С  Са Сан анД нДж Джа жак ако ком омо мод оде дел ель льй ьйС йСк Скь кья ьяв яво вон они ни  и ·  ·  · С  Са Сан анД нДж Джо жов ова ван анн нни нии иин инГ нГа Гал аль льд ьдо до  о · ,kk,ru
1371,Singapore ( 14.8,Singapore S i n g a p o r e Sin ing nga gap apo por ore re  e   ,hu,ro
1372,( 1800–1849 ),– ,sl,de
1373,", kolejno jako",kolejno k o l e j n o jako j a k o  ko kol ole lej ejn jno no  o j  ja jak ako ,pl,cs
1374,kerja mereka pada,kerja mereka pada ker erj rja jam ame mer ere rek eka kap apa pad ada ,ms,id
1375,STS-135,STS STS ,no,en
1376,1930-1945“ . Mögos,“ Mögos “Mö Mög ögo gos ,vo,de
1377,) . Arteriosclerosis,Arteriosclerosis A r t e r i o s c l e r o s i s   A  Ar Art rte ter eri rio ios osc scl cle ler ero ros osi sis ,sv,ca
1378,yang menggunakan ``,yang menggunakan yan ang ngm gme men eng ngg ggu gun una nak aka kan ,ms,id
1379,( sh ),sh ,id,zh
1380,"Kramatorsk , Krasnoarmijsk",Kramatorsk Krasnoarmijsk Kra ram ama mat ato tor ors rsk skK kKr Kra ras asn sno noa oar arm rmi mij ijs jsk ,de,sh
1381,Конго • Руанда,Конго К о н г о • • Руанда Р у а н д а Кон онг нго го  о •  •  • Р  Ру Руа уан анд нда ,ru,be
1382,"administrative struktur ,",administrative struktur adm dmi min ini nis ist str tra rat ati tiv ive ves est str tru ruk ukt ktu tur ,no,nn
1383,presented at OOPSLA,presented p r e s e n t e d at a t OOPSLA O O P S L A pre res ese sen ent nte ted ed  d a  at at  t O  OO OOP OPS PSL SLA ,ur,sv
1384,n° YT 1366,n° YT n°Y °YT ,fr,it
1385,calculation is performed on the same or different sets of,calculation c a l c u l a t i o n is i s performed p e r f o r m e d on o n the t h e same s a m e or o r different d i f f e r e n t sets s e t s of o f cal alc lcu cul ula lat ati tio ion on  n i  is is  s p  pe per erf rfo for orm rme med ed  d o  on on  n t  th the he  e s  sa sam ame me  e o  or or  r d  di dif iff ffe fer ere ren ent nt  t s  se set ets ts  s o  of ,vi,hi
1386,) • William,• William •Wi Wil ill lli lia iam ,sl,sh
1387,Monmarte . Dalininko,Monmarte M o n m a r t e Dalininko D a l i n i n k o Mon onm nma mar art rte te  e     D  Da Dal ali lin ini nin ink nko ,lt,eu
1388,", duris arba",duris d u r i s arba a r b a  du dur uri ris is  s a  ar arb rba ,lt,ca
1389,"Grasset , Paris",Grasset Paris Gra ras ass sse set etP tPa Par ari ris ,de,fr
1390,· Missouri ·,· Missouri · ·Mi Mis iss sso sou our uri ri· ,it,fr
1391,"Apostolović , Jovan Asić , Milan Nikola Kole Angelovski B",Apostolović Jovan Asić Milan Nikola Kole Angelovski B Apo pos ost sto tol olo lov ovi vić ićJ ćJo Jov ova van anA nAs Asi sić ićM ćMi Mil ila lan anN nNi Nik iko kol ola laK aKo Kol ole leA eAn Ang nge gel elo lov ovs vsk ski kiB ,sh,hr
1392,"↑ Pizzolato , N. ; Ventura , P. ; D'Antona , F. ; Maggio , A. ; Micela , G. ; Sciortino , S. ( 2001 ) . `` Subphotospheric convection and magnetic activity dependence on metallicity and age :",↑ ↑ Pizzolato P i z z o l a t o N N Ventura V e n t u r a P P DAntona D A n t o n a F F Maggio M a g g i o A A Micela M i c e l a G G Sciortino S c i o r t i n o S S Subphotospheric S u b p h o t o s p h e r i c convection c o n v e c t i o n and a n d magnetic m a g n e t i c activity a c t i v i t y dependence d e p e n d e n c e on o n metallicity m e t a l l i c i t y and a n d age a g e ↑ P  Pi Piz izz zzo zol ola lat ato to  o     N  N  N     V  Ve Ven ent ntu tur ura ra  a     P  P  P     D  DA DAn Ant nto ton ona na  a     F  F  F     M  Ma Mag agg ggi gio io  o     A  A  A     M  Mi Mic ice cel ela la  a     G  G  G     S  Sc Sci cio ior ort rti tin ino no  o     S  S  S                     S  Su Sub ubp bph pho hot oto tos osp sph phe her eri ric ic  c c  co con onv nve vec ect cti tio ion on  n a  an and nd  d m  ma mag agn gne net eti tic ic  c a  ac act cti tiv ivi vit ity ty  y d  de dep epe pen end nde den enc nce ce  e o  on on  n m  me met eta tal all lli lic ici cit ity ty  y a  an and nd  d a  ag age ge  ,kk,eo
1393,organizirano od Kraljevine,organizirano od Kraljevine org rga gan ani niz izi zir ira ran ano noo ood odK dKr Kra ral alj lje jev evi vin ine ,hr,sh
1394,Kepulauan Loyalty •,Kepulauan Loyalty • Kep epu pul ula lau aua uan anL nLo Loy oya yal alt lty ty• ,ms,id
1395,"P.M. Holt ,",PM Holt PMH MHo Hol olt ,en,it
1396,", in Gypsies",in Gypsies inG nGy Gyp yps psi sie ies ,la,en
1397,: Joseba Rezola,Joseba J o s e b a Rezola R e z o l a  Jo Jos ose seb eba ba  a R  Re Rez ezo zol ola ,eu,eo
1398,. september 2010,september s e p t e m b e r  se sep ept pte tem emb mbe ber er  ,da,sv
1399,"2,38 2,39 Sister",Sister S i s t e r   S  Si Sis ist ste ter ,az,da
1400,president Richard Nixon,president Richard Nixon pre res esi sid ide den ent ntR tRi Ric ich cha har ard rdN dNi Nix ixo xon ,no,en
1401,- Carballo -,Carballo Car arb rba bal all llo ,gl,fr
1402,"Garrani , Isa",Garrani Isa Gar arr rra ran ani niI iIs Isa ,it,la
1403,i Portugal .,i i Portugal P o r t u g a l i P  Po Por ort rtu tug uga gal al  ,da,eo
1404,[ ɢoɾˈ ʔ,ɢoɾˈ ʔ ɢoɾ oɾˈ ɾˈʔ ,es,en
1405,• Liberia •,• • Liberia L i b e r i a • • • L  Li Lib ibe ber eri ria ia  a • ,da,eu
1406,"↑ Vgl . dazu Pedro Barceló , Constantius II .",↑ Vgl dazu Pedro Barceló Constantius II ↑Vg Vgl gld lda daz azu zuP uPe Ped edr dro roB oBa Bar arc rce cel eló lóC óCo Con ons nst sta tan ant nti tiu ius usI sII ,de,es
1407,. — СПб,— — СПб С П б  —  — С  СП СПб ,hy,ru
1408,actuais límites de,actuais límites de act ctu tua uai ais isl slí lím ími mit ite tes esd sde ,gl,pt
1409,Suzu . Glinena,Suzu Glinena Suz uzu zuG uGl Gli lin ine nen ena ,hr,de
1410,"freedoms , new",freedoms new fre ree eed edo dom oms msn sne new ,en,es
1411,( у Rhabdonema,у у Rhabdonema R h a b d o n e m a  у  у R  Rh Rha hab abd bdo don one nem ema ,ru,tr
1412,Вьетнам Вьетнам •,Вьетнам В ь е т н а м Вьетнам В ь е т н а м • • Вье ьет етн тна нам ам  м В  Вь Вье ьет етн тна нам ам  м • ,ru,kk
1413,"Inglaterra , la que a cambio lo forzó a definir",Inglaterra la que a cambio lo forzó a definir Ing ngl gla lat ate ter err rra ral ala laq aqu que uea eac aca cam amb mbi bio iol olo lof ofo for orz rzó zóa óad ade def efi fin ini nir ,es,gl
1414,maupun “sa” yang,maupun “sa” yang mau aup upu pun un“ n“s “sa sa” a”y ”ya yan ang ,id,ms
1415,8057 km [,km k m  km km  ,hu,lt
1416,Xoán ) ·,Xoán · Xoá oán án· ,gl,vi
1417,25 km 2,km ,fr,it
1418,"Rāmānuja , Cambridge studies in religious traditions 2 ( Cambridge",Rāmānuja Cambridge studies in religious traditions Cambridge Rām āmā mān ānu nuj uja jaC aCa Cam amb mbr bri rid idg dge ges est stu tud udi die ies esi sin inr nre rel eli lig igi gio iou ous ust str tra rad adi dit iti tio ion ons nsC sCa Cam amb mbr bri rid idg dge ,sh,en
1419,pro-Russian separatists captured,proRussian separatists captured pro roR oRu Rus uss ssi sia ian ans nse sep epa par ara rat ati tis ist sts tsc sca cap apt ptu tur ure red ,en,la
1420,pnei Ha'adon YHWH,pnei Haadon YHWH pne nei eiH iHa Haa aad ado don onY nYH YHW HWH ,it,sh
1421,28 Mart 2015,Mart M a r t  Ma Mar art rt  ,tr,az
1422,od Idrije do Divjega jezera . Unescova svetovna dediščina [,od Idrije do Divjega jezera Unescova svetovna dediščina odI dId Idr dri rij ije jed edo doD oDi Div ivj vje jeg ega gaj aje jez eze zer era raU aUn Une nes esc sco cov ova vas asv sve vet eto tov ovn vna nad ade ded edi diš išč šči čin ina ,sl,sh
1423,Federal de Estadística,Federal de Estadística Fed ede der era ral ald lde deE eEs Est sta tad adí dís íst sti tic ica ,es,pt
1424,1986 : Reid,Reid R e i d   R  Re Rei eid ,pl,nl
1425,perspektivu prvi put,perspektivu prvi put per ers rsp spe pek ekt kti tiv ivu vup upr prv rvi vip ipu put ,hr,sh
1426,"historical importance ,",historical importance his ist sto tor ori ric ica cal ali lim imp mpo por ort rta tan anc nce ,en,es
1427,"vedelal , tahkel",vedelal v e d e l a l tahkel t a h k e l ved ede del ela lal al  l     t  ta tah ahk hke kel ,et,tr
1428,", was under",was w a s under u n d e r  wa was as  s u  un und nde der ,az,sv
1429,diktator serta melibatkan diri dalam perang proksi . Tentera Amerika,diktator serta melibatkan diri dalam perang proksi Tentera Amerika dik ikt kta tat ato tor ors rse ser ert rta tam ame mel eli lib iba bat atk tka kan and ndi dir iri rid ida dal ala lam amp mpe per era ran ang ngp gpr pro rok oks ksi siT iTe Ten ent nte ter era raA aAm Ame mer eri rik ika ,ms,id
1430,13 ],,es,en
1431,", masalah pendatang haram dan gangsterisme , kampung ini turut",masalah pendatang haram dan gangsterisme kampung ini turut mas asa sal ala lah ahp hpe pen end nda dat ata tan ang ngh gha har ara ram amd mda dan ang nga gan ang ngs gst ste ter eri ris ism sme mek eka kam amp mpu pun ung ngi gin ini nit itu tur uru rut ,ms,id
1432,. De fem,De fem Def efe fem ,no,pt
1433,", letné drevo",letné l e t n é drevo d r e v o  le let etn tné né  é d  dr dre rev evo ,sk,cs
1434,Greatest Rock &,Greatest G r e a t e s t Rock R o c k Gre rea eat ate tes est st  t R  Ro Roc ock ck  ,tr,pl
1435,Bisaya kay an,Bisaya kay an Bis isa say aya yak aka kay aya yan ,war,id
1436,^ Janet Jackson,Janet J a n e t Jackson J a c k s o n  Ja Jan ane net et  t J  Ja Jac ack cks kso son ,tr,fr
1437,", del Estatuto",del Estatuto del elE lEs Est sta tat atu tut uto ,es,it
1438,"administrativ , teritorial",administrativ a d m i n i s t r a t i v teritorial t e r i t o r i a l adm dmi min ini nis ist str tra rat ati tiv iv  v     t  te ter eri rit ito tor ori ria ial ,ro,sv
1439,og kanalvert (,og kanalvert ogk gka kan ana nal alv lve ver ert ,no,nn
1440,Ray . Hij,Ray R a y Hij H i j Ray ay  y     H  Hi Hij ,nl,tr
1441,· Guinea · Guinea-Bissau · Guyana · Honduras · India,· Guinea · GuineaBissau · Guyana · Honduras · India ·Gu Gui uin ine nea ea· a·G ·Gu Gui uin ine nea eaB aBi Bis iss ssa sau au· u·G ·Gu Guy uya yan ana na· a·H ·Ho Hon ond ndu dur ura ras as· s·I ·In Ind ndi dia ,id,no
1442,"elektrik , elektronika",elektrik e l e k t r i k elektronika e l e k t r o n i k a ele lek ekt ktr tri rik ik  k     e  el ele lek ekt ktr tro ron oni nik ika ,az,eu
1443,Pre,Pre P r e Pre ,th,ca
1444,1757 ; tomos,tomos tom omo mos ,gl,es
1445,. A Study,A Study ASt Stu tud udy ,de,it
1446,Nevada | Nyu Cersi | Nyu Hempşir | Nyu Meksiko,Nevada N e v a d a Nyu N y u Cersi C e r s i Nyu N y u Hempşir H e m p ş i r Nyu N y u Meksiko M e k s i k o Nev eva vad ada da  a     N  Ny Nyu yu  u C  Ce Cer ers rsi si  i     N  Ny Nyu yu  u H  He Hem emp mpş pşi şir ir  r     N  Ny Nyu yu  u M  Me Mek eks ksi sik iko ,az,tr
1447,↑ Biblioteca Nazionale Centrale di Firenze ( beskrivelse ) : http : //opac.bncf.firenze.sbn.it/opac/controller.jsp ? action=notizia_view & notizia_idn=cnce003253 & query_action=search_byautoresearch & query_filterterm= & query_position=5 & query_maxposition=12 & query_orderby= & query_filterterm= & query_querystring_1=SBLV060385 & query_fieldname_1=vidtuttiÖsterreichische Österreich Nationalbibliothek ( digitaliseret ) : http,↑ ↑ Biblioteca B i b l i o t e c a Nazionale N a z i o n a l e Centrale C e n t r a l e di d i Firenze F i r e n z e beskrivelse b e s k r i v e l s e http h t t p opacbncffirenzesbnitopaccontrollerjsp o p a c b n c f f i r e n z e s b n i t o p a c c o n t r o l l e r j s p actionnotiziaview a c t i o n n o t i z i a v i e w notiziaidncnce n o t i z i a i d n c n c e queryactionsearchbyautoresearch q u e r y a c t i o n s e a r c h b y a u t o r e s e a r c h queryfilterterm q u e r y f i l t e r t e r m queryposition q u e r y p o s i t i o n querymaxposition q u e r y m a x p o s i t i o n queryorderby q u e r y o r d e r b y queryfilterterm q u e r y f i l t e r t e r m queryquerystringSBLV q u e r y q u e r y s t r i n g S B L V queryfieldnamevidtuttiÖsterreichische q u e r y f i e l d n a m e v i d t u t t i Ö s t e r r e i c h i s c h e Österreich Ö s t e r r e i c h Nationalbibliothek N a t i o n a l b i b l i o t h e k digitaliseret d i g i t a l i s e r e t http h t t p ↑ B  Bi Bib ibl bli lio iot ote tec eca ca  a N  Na Naz azi zio ion ona nal ale le  e C  Ce Cen ent ntr tra ral ale le  e d  di di  i F  Fi Fir ire ren enz nze ze  e     b  be bes esk skr kri riv ive vel els lse se  e         h  ht htt ttp tp  p     o  op opa pac acb cbn bnc ncf cff ffi fir ire ren enz nze zes esb sbn bni nit ito top opa pac acc cco con ont ntr tro rol oll lle ler erj rjs jsp sp  p     a  ac act cti tio ion onn nno not oti tiz izi zia iav avi vie iew ew  w     n  no not oti tiz izi zia iai aid idn dnc ncn cnc nce ce  e     q  qu que uer ery rya yac act cti tio ion ons nse sea ear arc rch chb hby bya yau aut uto tor ore res ese sea ear arc rch ch  h     q  qu que uer ery ryf yfi fil ilt lte ter ert rte ter erm rm  m     q  qu que uer ery ryp ypo pos osi sit iti tio ion on  n     q  qu que uer ery rym yma max axp xpo pos osi sit iti tio ion on  n     q  qu que uer ery ryo yor ord rde der erb rby by  y     q  qu que uer ery ryf yfi fil ilt lte ter ert rte ter erm rm  m     q  qu que uer ery ryq yqu que uer ery rys yst str tri rin ing ngS gSB SBL BLV LV  V     q  qu que uer ery ryf yfi fie iel eld ldn dna nam ame mev evi vid idt dtu tut utt tti tiÖ iÖs Öst ste ter err rre rei eic ich chi his isc sch che he  e Ö  Ös Öst ste ter err rre rei eic ich ch  h N  Na Nat ati tio ion ona nal alb lbi bib ibl bli lio iot oth the hek ek  k     d  di dig igi git ita tal ali lis ise ser ere ret et  t         h  ht htt ttp ,da,it
1448,of Cyprus is,of Cyprus is ofC fCy Cyp ypr pru rus usi sis ,id,en
1449,» ) .,» » »   ,ro,fr
1450,"sumę 1,1 mln",sumę s u m ę mln m l n sum umę mę  ę     m  ml mln ,pl,lt
1451,ha ( a,ha h a a a ha  a     a ,nl,hu
1452,Словакия • Словения • Финляндия • Франция • Хорватия • Чехия • Швеция • Эстония,Словакия С л о в а к и я • • Словения С л о в е н и я • • Финляндия Ф и н л я н д и я • • Франция Ф р а н ц и я • • Хорватия Х о р в а т и я • • Чехия Ч е х и я • • Швеция Ш в е ц и я • • Эстония Э с т о н и я Сло лов ова вак аки кия ия  я •  •  • С  Сл Сло лов ове вен ени ния ия  я •  •  • Ф  Фи Фин инл нля лян янд нди дия ия  я •  •  • Ф  Фр Фра ран анц нци ция ия  я •  •  • Х  Хо Хор орв рва ват ати тия ия  я •  •  • Ч  Че Чех ехи хия ия  я •  •  • Ш  Шв Шве вец еци ция ия  я •  •  • Э  Эс Эст сто тон они ния ,ru,kk
1453,"sebagai binatang ,",sebagai binatang seb eba bag aga gai aib ibi bin ina nat ata tan ang ,id,ms
1454,= 1 FRF,FRF F R F   F  FR FRF ,fi,zh
1455,. De Hadith,De D e Hadith H a d i t h  De De  e H  Ha Had adi dit ith ,nl,ca
1456,c.1431 – 14,c – ,en,ro
1457,↑ Frederick Burrows,↑ ↑ Frederick F r e d e r i c k Burrows B u r r o w s ↑ F  Fr Fre red ede der eri ric ick ck  k B  Bu Bur urr rro row ows ,eo,hi
1458,1882 Italy joined,Italy joined Ita tal aly lyj yjo joi oin ine ned ,en,es
1459,of two ancestral,of o f two t w o ancestral a n c e s t r a l of  f t  tw two wo  o a  an anc nce ces est str tra ral ,ca,el
1460,B · raud,B · raud B·r ·ra rau aud ,nn,no
1461,Tauragę . 1836,Tauragę T a u r a g ę Tau aur ura rag agę gę  ę   ,lt,pl
1462,Лявон Мамоніч ·,Лявон Л я в о н Мамоніч М а м о н і ч · · Ляв яво вон он  н М  Ма Мам амо мон оні ніч іч  ч · ,be,uk
1463,https : //www.gutenberg.org/etext/3501,https wwwgutenbergorgetext htt ttp tps psw sww www wwg wgu gut ute ten enb nbe ber erg rgo gor org rge get ete tex ext ,en,fr
1464,· Альгірдас Бразаускас,· · Альгірдас А л ь г і р д а с Бразаускас Б р а з а у с к а с · А  Ал Аль льг ьгі гір ірд рда дас ас  с Б  Бр Бра раз аза зау аус уск ска кас ,uk,be
1465,00062510,,tr,en
1466,Wittgenstein . It,Wittgenstein It Wit itt ttg tge gen ens nst ste tei ein inI nIt ,en,de
1467,", All-Stars –",AllStars A l l S t a r s – –  Al All llS lSt Sta tar ars rs  s – ,pl,sv
1468,nordenden av Negevørkenen,nordenden av Negevørkenen nor ord rde den end nde den ena nav avN vNe Neg ege gev evø vør ørk rke ken ene nen ,nn,no
1469,stiftet Sola Turn,stiftet Sola Turn sti tif ift fte tet etS tSo Sol ola laT aTu Tur urn ,no,en
1470,"faktore ubrajamo geološke , geografske i klimatološke parametre . Biotop",faktore ubrajamo geološke geografske i klimatološke parametre Biotop fak akt kto tor ore reu eub ubr bra raj aja jam amo mog oge geo eol olo loš ošk ške keg ege geo eog ogr gra raf afs fsk ske kei eik ikl kli lim ima mat ato tol olo loš ošk ške kep epa par ara ram ame met etr tre reB eBi Bio iot oto top ,sh,sl
1471,"in auto ,",in auto ina nau aut uto ,it,de
1472,) . Nu,Nu N u   N  Nu ,ro,eo
1473,( Caceres ),Caceres C a c e r e s  Ca Cac ace cer ere res es  ,eu,ca
1474,`` forced to,forced f o r c e d to t o  fo for orc rce ced ed  d t  to ,sv,tr
1475,тежка финансова криза,тежка т е ж к а финансова ф и н а н с о в а криза к р и з а теж ежк жка ка  а ф  фи фин ина нан анс нсо сов ова ва  а к  кр кри риз иза ,bg,sr
1476,Agrippa von Nettesheim,Agrippa A g r i p p a von v o n Nettesheim N e t t e s h e i m Agr gri rip ipp ppa pa  a v  vo von on  n N  Ne Net ett tte tes esh she hei eim ,da,vi
1477,Walter Reed oko,Walter Reed oko Wal alt lte ter erR rRe Ree eed edo dok oko ,sh,hr
1478,firmou funguje dodnes,firmou f i r m o u funguje f u n g u j e dodnes d o d n e s fir irm rmo mou ou  u f  fu fun ung ngu guj uje je  e d  do dod odn dne nes ,cs,sk
1479,Trb . 2014,Trb T r b Trb rb  b   ,ru,da
1480,of cisternal and,of o f cisternal c i s t e r n a l and a n d of  f c  ci cis ist ste ter ern rna nal al  l a  an and ,hy,sv
1481,"Broadcasting Commission ( ABC ) , http : //www.abc.net.au/lateline/content/2006/s1620483.htm ;",Broadcasting Commission ABC http wwwabcnetaulatelinecontentshtm Bro roa oad adc dca cas ast sti tin ing ngC gCo Com omm mmi mis iss ssi sio ion onA nAB ABC BCh Cht htt ttp tpw pww www wwa wab abc bcn cne net eta tau aul ula lat ate tel eli lin ine nec eco con ont nte ten ent nts tsh sht htm ,nn,de
1482,Uí Fiachrach · Uí Briúin · Uí Néill · Síl,Uí U í Fiachrach F i a c h r a c h · · Uí U í Briúin B r i ú i n · · Uí U í Néill N é i l l · · Síl S í l Uí  í F  Fi Fia iac ach chr hra rac ach ch  h ·  ·  · U  Uí Uí  í B  Br Bri riú iúi úin in  n ·  ·  · U  Uí Uí  í N  Né Néi éil ill ll  l ·  ·  · S  Sí Síl ,hu,cs
1483,↑ `` The,↑ ↑ The T h e ↑     T  Th The ,th,el
1484,"olimpijski komite ,",olimpijski komite oli lim imp mpi pij ijs jsk ski kik iko kom omi mit ite ,sl,sh
1485,zagotavljali elektriko .,zagotavljali elektriko zag ago got ota tav avl vlj lja jal ali lie iel ele lek ekt ktr tri rik iko ,sl,hr
1486,pemrograman . Naur,pemrograman Naur pem emr mro rog ogr gra ram ama man anN nNa Nau aur ,id,sh
1487,Арменія | Афганістан,Арменія А р м е н і я Афганістан А ф г а н і с т а н Арм рме мен ені нія ія  я     А  Аф Афг фга ган ані ніс іст ста тан ,be,uk
1488,shire town ),shire s h i r e town t o w n shi hir ire re  e t  to tow own wn  ,ja,nl
1489,a ser un,a ser un ase ser eru run ,es,gl
1490,real ) seither,real seither rea eal als lse sei eit ith the her ,de,en
1491,como referencia a Yves Congar ( 1968 ) : ``,como referencia a Yves Congar com omo mor ore ref efe fer ere ren enc nci cia iaa aaY aYv Yve ves esC sCo Con ong nga gar ,gl,es
1492,of knowledge '',of o f knowledge k n o w l e d g e of  f k  kn kno now owl wle led edg dge ge  ,nl,hy
1493,a poet because,a poet because apo poe oet etb tbe bec eca cau aus use ,la,en
